ID	start	end	transcription
GS-S8-B-0	0.56	1.93	ゴールデンボンバーだと思います
GS-S8-A-0	1.71	2.62	ゴールデン んー
GS-S8-D-0	1.93	3.44	ゴールデンボンバーです
GS-S8-C-0	2.22	3.18	ゴールデンボンバー
GS-S8-A-1	3.1	3.95	ですよね{LAUGH}
GS-S8-D-1	3.55	4.55	desu
GS-S8-B-1	4.1	5.62	やっぱりゴールデンボンバーかな
GS-S8-D-2	4.705	6.405	これは ゴールデンボンバーです
GS-S8-A-2	5.5	6.08	俺は
GS-S8-C-1	6.42	8.15	一番あれですもんねー
GS-S8-B-2	7.279	8.949	や 盛り上がりがやっぱり
GS-S8-B-3	9.059	10.089	ゴールデンボンバーの
GS-S8-B-4	10.87	11.69	文化祭だし
GS-S8-D-3	11.874	15.334	みーんな知ってる曲が1曲あって男女ー共にー
GS-S8-C-2	15.32	16.469	みんな好きだし
GS-S8-B-5	15.349	16.279	ですよねでしかも
GS-S8-D-4	15.529	20.459	盛り上がれて学園祭ってゆー場面だとやっぱ若い子盛り上がってなんぼってゆーとこもあるんでー
GS-S8-B-6	16.479	18.429	振り付けも皆知ってるしー
GS-S8-B-7	20.62	22.55	や舞台イベントに
GS-S8-B-8	22.95	24.97	年配の方は来ないだろうし
GS-S8-D-5	24.834	27.814	親子連れが来てもゴールデンボンバーだよって言って
GS-S8-A-4	25.0	25.579	ん
GS-S8-B-9	27.009	28.639	こ 子供知ってますよね
GS-S8-C-3	27.85	28.17	んー
GS-S8-D-6	27.974	30.834	多分ダルビッシュとか見て子供喜ぶと思うんでー
GS-S8-C-4	30.275	32.314	ダルビッシュはなんか子供にいじりそうですよね
GS-S8-B-10	32.003	32.764	確かに
GS-S8-D-7	32.144	33.864	あー
GS-S8-A-5	32.74	33.59	あー
GS-S8-C-5	33.99	36.05	てかダルビッシュ側の子供がきそうじゃないですか
GS-S8-B-11	34.079	34.259	ぽい
GS-S8-C-6	36.97	39.68	こ あの告知をすれば あの母親がき
GS-S8-B-12	37.584	38.944	も来るって分かってたら{LAUGH}
GS-S8-A-6	38.844	39.564	なるほど{LAUGH}
GS-S8-B-13	39.314	39.964	確かに
GS-S8-C-7	40.01	41.15	気を使って みたいな
GS-S8-B-14	41.809	43.679	やっぱ1位はゴールデンボンバーで
GS-S8-A-7	43.674	44.264	んー
GS-S8-B-15	44.049	44.919	2番
GS-S8-A-8	44.974	45.704	二番
GS-S8-C-8	45.049	46.759	わー俺三浦春馬にしました
GS-S8-B-16	45.459	46.109	どうでしょうね
GS-S8-B-17	46.979	47.539	あー
GS-S8-A-9	47.009	47.85	俺も三浦
GS-S8-C-9	47.894	50.344	女性に人気だし
GS-S8-B-18	49.07	49.45	確かに
GS-S8-D-8	49.439	50.349	あー
GS-S8-A-10	50.39	51.02	んー
GS-S8-C-10	51.43	51.71	やっぱり
GS-S8-C-11	52.749	54.799	女性がつ集まる とー
GS-S8-C-12	55.299	56.539	ま男性も集まるじゃないですか
GS-S8-B-19	57.819	59.069	まあ{LAUGH}
GS-S8-C-13	57.83	59.48	んーまあ{LAUGH}
GS-S8-D-9	57.994	60.924	あーまあ追随して
GS-S8-B-20	59.079	61.419	一緒に行こうよみたいなああ わかったよ{LAUGH}
GS-S8-A-11	59.919	60.369	うん
GS-S8-B-21	62.069	62.659	確かに
GS-S8-D-10	65.054	67.544	そうなんすよね2番以降がなんか 難しいなあ「
GS-S8-A-12	65.61	66.1	んー
GS-S8-C-14	67.2	68.069	難しいっすよね
GS-S8-B-22	67.744	70.024	ゴールデンボンバーだけぱぱぱって決まったんですけど{LAUGH}
GS-S8-A-13	69.53	69.89	うん
GS-S8-C-15	69.909	70.749	俺とりあえず
GS-S8-D-11	70.02	70.59	それ
GS-S8-D-12	70.77	71.2	と
GS-S8-C-16	70.789	73.489	ビリ ビリっていうか15位がーくまモンなんですよ
GS-S8-A-14	70.829	71.089	とり
GS-S8-D-13	71.48	72.08	もう
GS-S8-B-23	73.894	74.984	私林さん
GS-S8-A-15	74.825	75.985	俺芦田真菜
GS-S8-B-24	75.184	75.564	ですね
GS-S8-D-14	76.16	77.9	僕石田衣良さんです
GS-S8-A-16	77.875	79.805	{LAUGH}卒業生{LAUGH}
GS-S8-B-25	78.714	80.154	可愛そうに
GS-S8-B-26	81.104	84.184	石田さんは確か私も確か10 も12から
GS-S8-D-15	83.195	84.105	うーん
GS-S8-B-27	84.224	86.174	10以降も全くよく分かんないから
GS-S8-A-17	85.569	86.12	んー
GS-S8-C-17	85.944	86.374	んー
GS-S8-D-16	86.294	89.114	確かに芦田真菜ちゃん呼んでどうすんだってゆう{LAUGH}
GS-S8-C-18	88.654	91.554	芦田真菜ちゃんだって 主婦層じゃないすか可愛いって言ってんの
GS-S8-B-28	89.309	89.909	確かに
GS-S8-A-18	89.579	90.25	もりあ
GS-S8-D-17	91.885	92.695	んー
GS-S8-A-19	92.489	93.42	盛り上がりが
GS-S8-C-19	92.639	95.469	でくまモンはー学校祭来てなにするのっていう
GS-S8-B-29	95.724	96.674	ん 知名度は
GS-S8-A-20	96.455	96.745	あー
GS-S8-B-30	96.814	97.174	確かに
GS-S8-B-31	97.244	98.304	誰でも知ってるけど
GS-S8-C-20	98.454	99.024	でもこれ
GS-S8-C-21	99.539	101.769	舞台イベントに呼ぶゆー
GS-S8-B-32	101.774	101.954	ん
GS-S8-C-22	101.899	102.919	舞台イベントですよね
GS-S8-B-33	102.839	103.489	舞台イベント
GS-S8-C-23	102.999	104.759	多分上でずっとこうやってるだけですよほんとに
GS-S8-B-34	104.859	105.9	何やんだろうね
GS-S8-D-18	106.234	106.814	確かに
GS-S8-B-35	106.434	106.774	確かに
GS-S8-B-36	107.639	108.339	くまモン
GS-S8-B-37	108.629	109.859	芦田愛菜ちゃん
GS-S8-A-21	109.579	110.619	この中だったら
GS-S8-D-19	110.675	111.725	こんし
GS-S8-C-24	110.884	112.774	ずじゃ10はー芦田真菜にしますか
GS-S8-B-38	112.829	115.379	芦田真菜にして14くまモンですかね
GS-S8-A-22	116.81	118.189	14 くまモン
GS-S8-D-20	119.489	123.949	組み合わせでー呼べれば凄い色々あるんですけどねー
GS-S8-B-39	122.454	123.294	んーですけど
GS-S8-A-23	123.444	125.944	山ちゃんと渡辺直美とか凄い見たいんすけど{LAUGH}
GS-S8-B-40	123.779	123.939	だろ
GS-S8-C-25	126.37	127.739	お 山ちゃん見たいっすねー
GS-S8-D-21	127.234	128.344	山ちゃん見たいっすねー
GS-S8-B-41	129.104	130.734	芸人は強いですけどね
GS-S8-C-26	130.389	131.509	芸人は強いです
GS-S8-B-42	131.184	133.304	あ 渡辺直美だけだとどうだろう
GS-S8-C-27	131.889	132.779	面白いし
GS-S8-D-22	133.219	136.879	渡辺直美でもあの体で踊ってるだけで多分面白いと思いますよ
GS-S8-B-43	137.27	138.44	凄い有名ですしねー
GS-S8-B-44	139.429	140.379	んー
GS-S8-C-28	140.74	143.25	渡辺直美他の芸人と一緒に絡んで欲しいなー
GS-S8-B-45	143.4	144.409	あー確かにー
GS-S8-D-23	143.614	144.674	あー確かに
GS-S8-D-24	144.714	146.094	ピンってゆーよりはー
GS-S8-C-29	145.959	147.809	ジャングルポケットでしたっけなんか
GS-S8-B-46	148.744	149.204	なんでしたっけ
GS-S8-C-30	149.324	152.394	どっかのやつと絡んでるやつがyoutubeに上がってて面白かったんで{LAUGH}
GS-S8-D-25	152.199	153.52	えー
GS-S8-A-24	152.564	153.444	んー
GS-S8-C-31	153.854	155.434	ピンよりかは誰かと組ましたい
GS-S8-D-26	156.704	159.154	んーボリューム的にくまモンと組むと
GS-S8-A-25	157.299	158.039	この中
GS-S8-B-47	160.399	161.859	{LAUGH}くまモンと組む
GS-S8-A-26	161.365	163.105	くまモン喋んないじゃないすか
GS-S8-C-32	162.594	163.824	{LAUGH}でも
GS-S8-C-33	164.194	166.034	お互いぶつかり合ってるだけで面白そうっすけどね
GS-S8-D-27	165.485	166.415	面白いっす
GS-S8-D-28	167.515	169.035	なんかやってるっていう
GS-S8-C-34	168.5	170.389	なんかでかいのがずっと絡んでるって{LAUGH}
GS-S8-A-27	172.189	173.879	芸人さん
GS-S8-C-35	172.32	173.12	じゅう
GS-S8-C-36	173.43	174.37	3
GS-S8-A-28	174.189	175.049	13
GS-S8-D-29	174.564	175.864	13
GS-S8-B-48	175.179	175.809	13
GS-S8-B-49	176.754	177.334	くまモンか
GS-S8-A-29	178.75	179.4	13
GS-S8-C-37	179.844	180.794	どーすかねー
GS-S8-C-38	180.874	181.554	こん中
GS-S8-C-39	182.174	182.714	じゅ
GS-S8-C-40	183.144	184.764	石川遼とか見たいですか
GS-S8-D-30	185.029	189.509	石川遼君は多分若い子はまそんなに見てもっていう 今
GS-S8-A-30	185.449	186.349	いーやー
GS-S8-D-31	189.59	193.23	そこまで活躍してるわけじゃないんでー
GS-S8-B-50	189.694	193.074	とりあえず ちょ ちょい前だったらよくテレビ出てましたけど で
GS-S8-A-31	191.394	191.924	ちょい
GS-S8-A-32	192.244	192.984	んー
GS-S8-B-51	193.214	193.694	来て
GS-S8-B-52	194.079	194.559	何か
GS-S8-C-41	194.555	195.715	トークショーくらいすか多分
GS-S8-B-53	194.729	195.489	話すのかな
GS-S8-C-42	196.419	198.399	僕の夢はっていう{LAUGH}
GS-S8-B-54	196.55	197.87	僕がー{LAUGH}
GS-S8-A-33	197.919	198.859	うあー
GS-S8-D-32	198.059	199.349	んーふんー
GS-S8-B-55	198.86	199.48	ゴルフは
GS-S8-C-43	199.904	203.244	ゴルフにかける思いを語ったところで学校祭ですしー
GS-S8-B-56	200.15	201.7	んーあんまりってそ
GS-S8-D-33	203.06	204.34	んー
GS-S8-B-57	203.134	203.854	んー
GS-S8-A-34	203.804	205.204	じゃあ13かー
GS-S8-C-44	204.769	205.479	そんな
GS-S8-B-58	204.769	206.429	13位石川遼でー
GS-S8-C-45	206.62	208.349	あーやっぱ参加型が強いですよね
GS-S8-D-34	208.475	210.725	参加型圧倒的に強いっすねー
GS-S8-B-59	208.869	211.509	やっぱゴールデンボンバーかー{LAUGH}
GS-S8-A-35	209.425	209.945	たーん
GS-S8-C-46	210.429	211.929	参加型か
GS-S8-B-60	211.589	213.649	そうや参加型ーっていうと
GS-S8-C-47	212.049	213.809	ほんとに有名人でー
GS-S8-C-48	213.864	215.724	集客率が高い人たち
GS-S8-D-35	213.885	214.765	んー
GS-S8-B-61	214.769	215.559	そうですね
GS-S8-B-62	216.089	217.949	ダイゴとかなんかこう客ー
GS-S8-C-49	218.46	220.069	りっメンタリストー
GS-S8-B-63	218.484	220.234	なんか よ 舞台にあげでー
GS-S8-D-36	219.61	220.439	んー
GS-S8-B-64	220.815	222.745	じゃあ僕目瞑ってるんで選んでください
GS-S8-A-36	222.784	223.534	ただダイゴ
GS-S8-B-65	223.085	225.415	赤でしょ！みたいな感じでやってくれるかもしんない
GS-S8-C-50	225.989	226.779	赤西
GS-S8-D-37	226.43	228.09	い 今でしょみたいな{LAUGH}
GS-S8-C-51	226.999	228.009	今でしょで{LAUGH}
GS-S8-A-37	228.134	228.994	はや
GS-S8-D-38	228.14	231.22	{LAUGH}あー組み合わせ出来た
GS-S8-A-38	229.504	232.684	林と組み合わせるか{LAUGH}
GS-S8-C-52	231.369	232.819	これ組み合わせ出来ないんすかね
GS-S8-D-39	232.81	236.34	組み合わせできたらほんと最高なものがいっぱいあんすけどね
GS-S8-A-39	233.049	234.719	やりたいっすね
GS-S8-B-66	236.05	236.5	んー
GS-S8-C-53	237.354	238.954	いっぱい呼びたいなー
GS-S8-B-67	238.359	241.039	ゴールデンボンバーと博士太郎とか組み合わせたいな{LAUGH}
GS-S8-A-40	238.37	239.29	やりたいなあ
GS-S8-D-40	240.23	241.47	最高ですよ
GS-S8-A-41	240.72	241.9	いーっすね{LAUGH}
GS-S8-C-54	241.424	243.614	わ 絶対邪魔する{LAUGH}
GS-S8-B-68	244.249	246.019	博士太郎は
GS-S8-B-69	247.059	248.179	ん 有名
GS-S8-A-42	247.74	249.15	ソロだったらなあ
GS-S8-C-55	249.964	251.204	でもうちのー確かー
GS-S8-C-56	252.3	253.58	法学部の先生が
GS-S8-B-70	253.894	254.714	塩沢ですか?
GS-S8-C-57	254.265	255.095	塩沢っす
GS-S8-C-58	255.66	256.959	はい{LAUGH}
GS-S8-C-59	257.01	259.85	もうお気づきの{LAUGH}最後の授業にー
GS-S8-C-60	259.885	261.584	博士太郎の曲弾いたんすよ
GS-S8-B-71	260.289	260.599	あ
GS-S8-B-72	260.869	262.039	情熱大陸ですね
GS-S8-C-61	262.18	266.12	だ もしうちの大学呼ぶんだったら 博士太郎と塩沢さんちょっと競演させたら
GS-S8-A-43	266.289	267.169	ああー
GS-S8-C-62	266.39	268.14	法学部は絶対見るだろうなっていう
GS-S8-D-41	266.434	268.154	あー
GS-S8-A-44	268.684	270.054	あーそれは見たいっすねー
GS-S8-B-73	268.714	270.564	法学部以外も知ってますよね
GS-S8-C-63	270.12	272.37	{LAUGH}あの人有名人だなー
GS-S8-B-74	271.24	271.84	確かに
GS-S8-B-75	272.5	273.45	博士太郎
GS-S8-B-76	274.08	275.32	バイオリン弾いて欲しいな
GS-S8-C-64	276.029	277.1	バイオリンも聴きたいなー
GS-S8-C-65	278.099	278.629	でもやっぱ
GS-S8-C-66	279.019	282.749	234らへんは有名人すかね 女優俳優
GS-S8-B-77	281.474	282.944	そうすね 三浦春馬
GS-S8-A-45	281.97	282.329	んー
GS-S8-D-42	282.805	285.405	女優俳優あっとはまあローラとか
GS-S8-A-46	283.459	284.379	三浦ー
GS-S8-B-78	283.534	283.734	とか
GS-S8-C-67	285.31	285.74	ローラ
GS-S8-B-79	285.415	286.615	あーローラ可愛い
GS-S8-A-47	285.959	286.47	ローラ
GS-S8-C-68	286.87	287.57	ローラ可愛い
GS-S8-B-80	288.255	288.915	すごく可愛い
GS-S8-C-69	289.315	290.175	すごく可愛い
GS-S8-B-81	289.77	290.31	すぐ可愛い
GS-S8-B-82	291.95	293.3	すーぐー可愛いー
GS-S8-D-43	292.235	293.285	結構このー
GS-S8-D-44	293.535	296.925	石原三浦ローラは男女受けもいいと思うんでー
GS-S8-C-70	296.589	297.009	んー
GS-S8-A-48	296.899	297.37	んー
GS-S8-B-83	297.379	298.809	石原さとみは
GS-S8-D-45	297.705	298.605	どっちも
GS-S8-C-71	299.305	302.105	石原さとみとローラだったらローラのが上ですかね
GS-S8-D-46	301.149	302.109	ローラのほうがー
GS-S8-B-84	302.229	303.849	今ー 今の所は確かに
GS-S8-A-49	304.814	305.604	三浦
GS-S8-B-85	305.504	306.544	あんま芸能人
GS-S8-A-50	306.044	307.334	三浦ローラ石原
GS-S8-B-86	306.684	307.444	全く
GS-S8-C-72	307.519	307.809	じぇん
GS-S8-B-87	307.574	308.604	詳しくないんですけど
GS-S8-C-73	308.549	310.539	2位は誰にしますか三浦ー
GS-S8-B-88	310.224	311.164	三浦ですかね
GS-S8-A-51	311.36	311.67	んー
GS-S8-B-89	312.37	313.0	三浦はる
GS-S8-C-74	312.549	313.379	三浦春馬さん
GS-S8-D-47	313.919	315.369	三浦ローラ石原
GS-S8-B-90	315.339	317.079	三浦ローラ石原
GS-S8-C-75	315.559	316.499	三浦ローラ
GS-S8-A-52	316.024	317.114	ローラ石原
GS-S8-B-91	318.859	320.969	石原 石原 石川じゃない 石原だ
GS-S8-D-48	321.859	324.429	あー ロ ローラは今色々とあるんで
GS-S8-B-92	323.039	323.179	っと
GS-S8-D-49	325.834	326.744	話してみても
GS-S8-B-93	327.439	327.819	んー
GS-S8-C-76	328.479	329.289	なんかありましたっけ
GS-S8-B-94	328.744	329.654	あっ とー
GS-S8-D-50	329.654	330.524	お父さんが
GS-S8-A-53	331.38	332.26	あー
GS-S8-C-77	332.079	332.679	えー
GS-S8-A-54	333.23	333.92	あれかー
GS-S8-C-78	336.459	336.8	んー
GS-S8-A-55	336.624	338.314	んー なんだろー
