ID	start	end	transcription
GS-S4-B-0	0.0	0.32	はい
GS-S4-B-1	3.365	4.655	ん どっちからいきますか
GS-S4-B-2	5.699	6.3	一番から
GS-S4-A-0	5.8	7.859	えーどっちからっていうのはー
GS-S4-C-0	7.485	8.485	上からの方が
GS-S4-B-3	8.604	9.774	上からっすか
GS-S4-C-1	8.805	9.565	いいんじゃないですかね
GS-S4-D-0	9.614	12.064	じゃ上からいきましょう
GS-S4-A-1	9.679	10.99	あーわかりました
GS-S4-B-4	13.869	15.06	上から 誰にしました
GS-S4-A-2	15.99	16.94	じゃあ俺がいっていいですか
GS-S4-B-5	17.099	17.43	あいいっすよ
GS-S4-A-3	17.14	18.89	えー俺は石田衣良さん
GS-S4-A-4	18.96	19.24	を
GS-S4-A-5	19.315	20.005	一番に推しました
GS-S4-A-6	20.25	22.46	えーなんでかてｔ理由も一緒にいうと
GS-S4-A-7	22.95	24.78	えーやっぱ卒業生なので
GS-S4-A-8	24.85	25.45	身近
GS-S4-A-9	25.56	26.68	ってこともありますし
GS-S4-A-10	26.92	28.25	学園祭なんでやっぱ
GS-S4-A-11	28.309	28.58	が
GS-S4-A-12	28.68	29.7	こう関係の人
GS-S4-A-13	30.19	31.11	とかいえば
GS-S4-A-14	31.26	32.42	まあ卒業生で
GS-S4-A-15	33.125	34.075	石田衣良さんが
GS-S4-A-16	34.205	35.245	適格かなと思いました
GS-S4-A-17	37.02	37.34	はい
GS-S4-B-6	37.424	37.714	じゃ
GS-S4-A-18	37.56	38.11	以上です
GS-S4-B-7	38.644	39.454	僕行きますか
GS-S4-B-8	39.734	40.784	えーっと僕はですね
GS-S4-B-9	40.974	41.554	林
GS-S4-B-10	42.054	43.244	修先生でしたっけこれ
GS-S4-A-19	42.999	43.469	はい
GS-S4-B-11	43.734	45.274	修先生にしましたね
GS-S4-B-12	45.614	47.454	やっぱり学園祭ってことで
GS-S4-B-13	47.969	49.129	まあ集客
GS-S4-B-14	49.409	50.739	もできつつ
GS-S4-B-15	51.229	54.069	まあ学生に向けてメッセージも送れると
GS-S4-B-16	54.539	57.299	そういうとことで 林先生を一番にしました
GS-S4-D-1	58.61	60.0	じゃ次どうぞ
GS-S4-C-2	59.299	61.218	はい 僕も林先生です
GS-S4-C-3	61.969	63.279	今流行ってるし
GS-S4-C-4	66.774	67.964	うまいコメントとかも
GS-S4-C-5	68.284	68.994	言いそうだし
GS-S4-C-6	70.325	71.495	まそんな感じで
GS-S4-C-7	71.665	72.425	いいと思いました
GS-S4-D-2	73.994	74.784	あ じゃあ次
GS-S4-D-3	74.914	75.384	自分
GS-S4-D-4	75.534	76.354	なんですけど
GS-S4-D-5	76.809	77.539	10番の
GS-S4-D-6	77.589	78.639	山寺さんに
GS-S4-D-7	78.689	79.239	しました
GS-S4-A-20	79.204	79.654	はい
GS-S4-D-8	79.409	80.729	で理由っていうのが
GS-S4-D-9	81.019	81.449	その
GS-S4-D-10	81.949	83.689	朝のテレビ番組で
GS-S4-D-11	84.394	86.684	長年司会を務めてらっしゃるので
GS-S4-D-12	87.044	87.394	その
GS-S4-D-13	87.87	88.45	会話
GS-S4-D-14	89.585	90.595	の進行
GS-S4-D-15	90.925	92.205	具合とか が
GS-S4-D-16	92.61	93.27	上手
GS-S4-D-17	93.44	93.79	かな
GS-S4-D-18	93.9	95.12	って思ったんで
GS-S4-D-19	95.22	96.03	そちらで
GS-S4-D-20	96.32	97.33	一番にしました
GS-S4-B-17	97.929	98.549	んー
GS-S4-D-21	100.905	102.065	どうしましょう
GS-S4-B-18	101.859	103.509	ん とりあえずつけてきます
GS-S4-A-21	103.969	109.459	これとりあえず15人分あるんで 一人1分以内におさめないと時間なくなりそうなんですけど
GS-S4-D-22	109.059	111.089	そうですね もう2分近く
GS-S4-B-19	109.33	109.69	でも
GS-S4-B-20	111.245	112.465	一番て
GS-S4-A-22	111.459	112.519	どうやって決めましょう
GS-S4-B-21	112.695	115.995	一番こだわるところなのかなって感じもしますよね
GS-S4-A-23	114.03	115.41	そう つまり
GS-S4-C-8	114.7	115.44	そう
GS-S4-A-24	115.81	116.68	じゃあ つまり
GS-S4-D-23	116.124	116.904	はい
GS-S4-A-25	116.92	123.86	一番に多めに時間 1 2 3あたりに多めに時間とってあと適当 あとまあ流れ作業って感じでいいんですかね
GS-S4-C-9	119.84	120.99	ふああ
GS-S4-B-22	119.935	120.915	んー{LAUGH}
GS-S4-B-23	123.035	124.145	流れ
GS-S4-D-24	123.549	123.999	はい
GS-S4-A-26	124.135	125.094	わかりましたわかりました
GS-S4-B-24	126.588	127.219	やっぱ
