ID	start	end	transcription
GS-S7-A-0	16.215	16.705	はい
GS-S7-B-0	19.464	19.607	え
GS-S7-B-1	20.042	20.663	一番
GS-S7-B-2	20.894	22.08	誰にしましたか
GS-S7-C-0	23.061	23.58	ローラです
GS-S7-A-1	24.682	25.453	ゴールデンボンバー
GS-S7-B-3	24.759	24.855	あ
GS-S7-B-4	25.632	25.892	あー
GS-S7-D-0	26.092	27.448	私もゴールデンボンバーです
GS-S7-B-5	27.473	28.923	あーすごい 2 2
GS-S7-B-6	29.376	30.753	な うちもローラなんですけど
GS-S7-C-1	29.542	30.005	そう
GS-S7-D-1	30.66	31.137	{LAUGH}
GS-S7-B-7	30.753	31.063	{LAUGH}
GS-S7-B-8	31.665	31.846	えっ
GS-S7-B-9	32.115	32.584	{LAUGH}
GS-S7-B-10	33.43	33.682	と
GS-S7-A-2	35.971	36.794	えー
GS-S7-C-2	36.428	39.269	ま 選んだ理由としてまあ個人的にローラが
GS-S7-B-11	39.644	39.926	あー
GS-S7-C-3	39.653	40.311	好きっていう
GS-S7-D-2	40.001	40.622	{LAUGH}
GS-S7-B-12	40.124	40.726	{LAUGH}
GS-S7-C-4	40.312	40.886	{LAUGH}
GS-S7-B-13	41.867	43.615	私は個人的に
GS-S7-A-3	42.04	42.313	え
GS-S7-C-5	42.063	42.415	うん
GS-S7-A-4	44.162	44.497	{LAUGH}
GS-S7-B-14	44.488	45.257	あんまりどう
GS-S7-B-15	45.6	46.825	好きじゃないんですけど
GS-S7-B-16	47.228	47.944	多分
GS-S7-B-17	48.555	50.605	女優と 俳優と
GS-S7-B-18	50.838	51.767	ローラと
GS-S7-B-19	52.234	53.534	アイドルら辺が
GS-S7-B-20	54.217	54.825	絶対
GS-S7-B-21	55.561	56.836	この大学的に
GS-S7-B-22	57.376	59.726	人来んのかなって思って選んだんですけど
GS-S7-A-5	61.376	62.119	んー
GS-S7-B-23	62.018	62.476	{LAUGH}
GS-S7-B-24	68.811	69.209	じゃあ
GS-S7-B-25	69.546	70.615	一番は
GS-S7-B-26	71.657	73.52	ローラかゴールデンボンバーですよね
GS-S7-B-27	73.52	73.932	{LAUGH}
GS-S7-D-3	73.669	74.394	そうですね
GS-S7-A-6	74.23	74.565	うん
GS-S7-B-28	74.407	74.803	{LAUGH}
GS-S7-D-4	75.27	75.583	{LAUGH}
GS-S7-B-29	75.963	78.732	どっちかを一番にしてどっちかを二番にして
GS-S7-D-5	78.592	78.896	はい
GS-S7-D-6	89.682	92.701	私はゴールデンボンバーがこの中で一番来たら
