ID	start	end	transcription
GS-S1-B-0	0.86	1.574	{LAUGH}
GS-S1-D-0	1.207	1.568	{LAUGH}
GS-S1-C-0	1.262	1.524	あ
GS-S1-B-1	2.388	3.016	おはようございます
GS-S1-A-0	3.146	3.435	おはよう
GS-S1-A-1	3.805	4.14	ざいます
GS-S1-B-2	4.91	6.201	じゃあ ちょっと考えますか
GS-S1-B-3	11.72	13.188	決めやすいのどっちからですかね
GS-S1-A-2	13.369	14.031	一位から
GS-S1-B-4	14.096	14.638	1位から
GS-S1-D-2	14.764	15.803	うーん
GS-S1-A-3	15.138	15.53	なるほどな
GS-S1-B-5	16.71	18.301	私1位は7番に
GS-S1-C-2	19.39	19.92	7番
GS-S1-B-6	19.91	20.179	はい
GS-S1-A-4	19.989	20.988	七番は
GS-S1-C-3	21.192	22.027	指原莉乃
GS-S1-D-3	21.681	22.153	指原
GS-S1-B-7	22.179	22.6	そう
GS-S1-D-4	24.127	25.487	指原は3位ですね
GS-S1-B-8	24.519	25.26	どうしますか
GS-S1-A-5	24.983	25.332	指原
GS-S1-B-9	26.329	26.805	3番
GS-S1-A-6	27.112	28.02	指原は
GS-S1-C-4	28.202	28.497	{LAUGH}
GS-S1-A-7	28.237	28.664	9番
GS-S1-C-5	28.81	30.059	指腹10番ですよ
GS-S1-D-5	28.858	29.036	{LAUGH}
GS-S1-B-10	28.89	29.32	9
GS-S1-D-6	29.4	29.687	{LAUGH}
GS-S1-A-8	30.38	31.214	いや あー
GS-S1-C-6	30.846	31.473	{LAUGH}
GS-S1-B-11	30.861	31.49	なるほどね
GS-S1-D-7	31.464	32.124	微妙な
GS-S1-A-9	32.474	33.048	あれだよな
GS-S1-B-12	33.831	35.511	これね考えたんだけど
GS-S1-A-10	35.289	35.723	うん
GS-S1-B-13	36.37	36.903	あの
GS-S1-B-14	37.148	38.318	他の人たちも
GS-S1-B-15	38.538	39.448	人気じゃない
GS-S1-B-16	40.011	40.508	だから
GS-S1-A-11	40.06	40.338	うん
GS-S1-B-17	41.09	42.574	他の大学と被ることも
GS-S1-B-18	43.287	44.02	ありそうだな
GS-S1-B-19	44.242	44.375	って
GS-S1-A-12	44.85	47.149	あーそういう考えね
GS-S1-B-20	44.977	46.192	思ったんだけど
GS-S1-C-7	45.1	46.42	あーそういう
GS-S1-B-21	46.7	49.257	あのね 被った時にねアイドルが一番
GS-S1-C-8	47.07	47.653	観点
GS-S1-D-8	49.161	49.375	{LAUGH}
GS-S1-D-9	49.375	49.643	うん
GS-S1-B-22	50.298	51.248	来てくれそうじゃない
GS-S1-B-23	51.757	51.901	って
GS-S1-A-13	52.627	53.468	あー
GS-S1-C-9	52.929	54.07	うーん
GS-S1-A-14	54.965	55.518	なるほど
GS-S1-B-24	55.59	55.92	そう
GS-S1-A-15	55.825	56.524	そっかそっか
GS-S1-B-25	57.82	60.02	今年林先生とかたぶん
GS-S1-C-10	60.07	60.525	確かに
GS-S1-B-26	60.229	61.362	3つぐらい出て
GS-S1-C-11	60.525	61.094	{LAUGH}
GS-S1-A-16	60.609	61.481	そうだね確かに
GS-S1-B-27	61.65	65.464	あ じゃあ3つあるけどじゃあ1日でいいかな ってなったりしそうじゃない
GS-S1-A-17	61.842	62.22	{LAUGH}
GS-S1-A-18	65.918	66.644	うーん
GS-S1-B-28	66.518	66.957	そうそう
GS-S1-B-29	67.531	69.129	でもアイドルだったら3日
GS-S1-B-30	69.511	70.979	全部行こうかなって人も
GS-S1-B-31	71.414	72.1	いると思うの
GS-S1-C-12	72.75	73.596	うーん
GS-S1-A-19	73.159	73.888	うーん
GS-S1-B-32	73.879	74.259	そう
GS-S1-B-33	75.137	75.646	それだけ
GS-S1-B-34	75.829	76.388	{LAUGH}
GS-S1-A-20	77.068	77.568	なるほど
GS-S1-A-21	78.117	79.06	あー
GS-S1-B-35	81.09	81.631	そう
GS-S1-B-36	82.153	83.52	現実的に考えてね
GS-S1-A-22	84.12	84.557	あ じゃあ
GS-S1-B-37	84.18	84.925	みなさんは
GS-S1-A-23	84.851	85.257	そっか
GS-S1-B-38	85.414	86.818	1位何しました
GS-S1-A-24	85.522	85.742	じゃあ
GS-S1-C-13	87.212	89.489	僕は石田衣良 さんに
GS-S1-B-39	88.879	89.812	あーん1位
GS-S1-A-25	89.462	90.122	おー
GS-S1-B-40	90.642	91.171	なるほどね
GS-S1-C-14	90.71	94.046	ま 一応成蹊大学の卒業生だし みたいな
GS-S1-B-41	94.381	94.855	確かに
GS-S1-C-16	98.838	99.079	{LAUGH}
GS-S1-C-18	99.859	101.135	客を考慮したら
GS-S1-B-42	101.709	102.109	あー
GS-S1-A-26	101.838	102.198	そうだね
GS-S1-C-19	102.557	103.351	石田衣良
GS-S1-C-20	103.592	104.764	ちょっと微妙っすね
GS-S1-B-43	104.003	104.712	石田衣良
GS-S1-A-27	104.747	105.022	{LAUGH}
GS-S1-B-44	104.992	105.446	石田衣良
GS-S1-C-21	105.055	105.738	よくよく考えたら
GS-S1-C-22	105.738	106.309	{LAUGH}
GS-S1-B-45	106.614	106.824	作
GS-S1-B-46	107.072	107.212	家
GS-S1-D-10	108.579	108.909	うーん
GS-S1-B-47	109.14	109.798	そうですかね
GS-S1-A-28	110.519	112.755	あ でもそうやって考えると 逆から考えた方が
