ID	start	end	transcription
TP-S10-A-0	1.951	2.201	はい
TP-S10-B-0	2.09	2.319	はい
TP-S10-A-1	3.511	3.715	1
TP-S10-B-1	3.978	4.421	まず
TP-S10-A-2	4.017	5.491	泊2日なんですよね
TP-S10-B-2	5.544	5.8	はい
TP-S10-A-3	6.54	7.569	短いので
TP-S10-D-0	10.14	10.425	っと
TP-S10-D-1	10.705	11.184	私
TP-S10-D-2	11.453	12.555	台湾なんですよ
TP-S10-B-3	12.686	13.79	あーそうなんですか
TP-S10-D-3	13.281	13.505	はい
TP-S10-D-4	13.755	14.309	でまあ
TP-S10-D-5	14.542	15.071	普通に
TP-S10-B-4	15.217	15.471	はい
TP-S10-D-6	15.301	16.081	まあ この夏
TP-S10-D-7	16.42	18.242	ま去年とかも一昨年とかも
TP-S10-B-5	16.42	16.871	うん
TP-S10-B-6	18.33	18.83	うーん
TP-S10-D-8	18.494	19.898	結構案内してるんですけど
TP-S10-B-7	19.925	20.196	はい
TP-S10-A-4	19.93	20.225	はい
TP-S10-D-9	21.18	22.74	その友達が来た時に
TP-S10-B-8	22.767	23.02	はい
TP-S10-D-10	23.205	24.623	何か案内するのは何か
TP-S10-D-11	25.071	26.184	まずは有名なところ
TP-S10-B-9	26.341	26.8	うーん
TP-S10-A-5	26.525	27.2	ですね
TP-S10-C-0	26.721	27.121	うん        
TP-S10-D-12	27.032	28.413	に連れてって欲しいって言うんですよ
TP-S10-D-13	29.291	29.682	だから
TP-S10-D-14	30.017	31.825	なんかスカイツリーってできたじゃない
TP-S10-B-10	31.2	32.057	うーん
TP-S10-D-15	32.092	34.348	でスカイツリーとかは絶対行きたいって言うんですよ
TP-S10-B-11	34.161	34.931	うーん
TP-S10-D-16	35.371	35.721	で
TP-S10-D-17	36.0	36.225	まあ
TP-S10-D-18	36.611	37.121	あとは
TP-S10-D-19	37.323	37.831	その
TP-S10-D-20	38.478	38.921	日本
TP-S10-D-21	39.291	41.571	ならではの夏だからお祭りとかも
TP-S10-B-12	40.27	40.53	うん
