ID	start	end	transcription
BP-S5-B-0	0.564	0.79	よし
BP-S5-C-0	3.344	4.284	じゃあですね
BP-S5-B-1	4.162	4.354	うん
BP-S5-C-1	4.873	5.979	って訳ですけど みなさんなんか
BP-S5-C-2	6.346	6.82	案がある方
BP-S5-B-2	7.244	10.38	案が悪かった てかー えっとー 欅祭参加したことある方
BP-S5-C-3	12.414	13.382	{LAUGH}
BP-S5-B-3	12.828	13.761	{LAUGH}
BP-S5-B-4	13.761	14.246	いないんかい
BP-S5-B-5	14.582	14.91	{LAUGH}
BP-S5-B-6	15.135	16.097	じゃ 来たことある方
BP-S5-C-4	17.012	17.182	まあ
BP-S5-C-5	17.582	19.369	そう それはですね まあありますけど
BP-S5-B-7	19.3	19.515	おけ
BP-S5-B-8	21.454	21.716	前
BP-S5-B-10	24.938	25.735	おやすみ期間か
BP-S5-B-11	25.95	26.168	うん
BP-S5-A-0	27.404	28.021	{LAUGH}
BP-S5-A-1	30.546	31.042	うーん
BP-S5-C-6	31.842	33.16	個人的案としてはいいですか
BP-S5-A-2	33.696	33.913	はい
BP-S5-B-13	33.731	33.929	うん
BP-S5-C-7	34.528	36.323	これ全部見てると食いもんしかねーじゃん って感じなんす
BP-S5-B-14	36.594	37.063	おー
BP-S5-D-2	36.626	37.446	あーそうっすか
BP-S5-C-8	37.799	39.763	じゃあまあお祭りって何やるかって言ったらですね
BP-S5-C-9	40.03	42.79	金魚掬いとかですね こう ふんぞったりとか射的ですよ
BP-S5-B-15	41.201	42.137	{LAUGH}
BP-S5-B-16	43.227	43.687	なるほど
BP-S5-C-10	44.426	45.519	まあよく考えてくださいよ
BP-S5-C-11	46.0	46.363	だって
BP-S5-C-12	47.093	48.965	こうたこ焼きチュロスフランクフルト焼き鳥と
BP-S5-C-13	49.184	50.114	とかいろいろあるじゃないですか
BP-S5-C-14	50.734	51.973	全部食えるわけないでしょみんな
BP-S5-B-17	52.462	52.961	なるほど
BP-S5-C-15	53.634	55.269	い 胃袋にも制限がありますから
BP-S5-B-18	53.77	54.296	あー
BP-S5-C-16	56.159	56.35	で
