ID	start	end	transcription
TP-S4-A-0	4.693	5.931	?
TP-S4-C-0	5.769	6.78	たぶん予算は
TP-S4-A-1	6.45	8.49	予算とかも自分 で たちで決めろってことですかね
TP-S4-B-0	6.929	7.349	まあ
TP-S4-C-1	7.44	8.41	そのそう
TP-S4-B-1	7.444	8.774	自由でいいんじゃないですか
TP-S4-D-0	8.88	11.18	予算無制限で{LAUGH}いいんじゃないですか
TP-S4-C-2	10.0	11.89	自分たちで出す感じじゃないですかね
TP-S4-A-2	10.5	11.429	予算無制限{LAUGH}
TP-S4-A-3	12.189	14.22	えー 48時間丸々使うのが
TP-S4-A-4	14.769	16.37	それとも 点点点点点
TP-S4-C-3	15.75	16.61	ちゃんと寝ます
TP-S4-C-4	17.16	17.48	きっと
TP-S4-C-5	18.73	19.37	どこに
TP-S4-C-6	19.98	20.949	どこに泊まるか
TP-S4-B-2	20.14	20.73	まず
TP-S4-B-3	21.199	23.13	何 そうですね 何行くか
TP-S4-A-5	22.109	23.69	まずメイン メイン目的地
TP-S4-B-4	23.765	25.205	むしろ外国 はい
TP-S4-A-6	25.75	30.489	テンプレのー 的な京都でいいのか それともーみたいなくらいはしましょうか
TP-S4-B-5	31.04	31.42	まず
TP-S4-B-6	31.54	33.13	外国人の人が
TP-S4-B-7	33.485	35.615	えっと何を求めて日本に来るのか
TP-S4-B-8	35.785	36.095	かい
TP-S4-B-9	36.53	37.689	なんかあげてみます
TP-S4-A-7	37.829	38.74	外国人の目的
TP-S4-C-7	37.84	39.56	い ひと 一枚あれですよね
TP-S4-B-10	37.909	39.17	そしたら行く場所とか
TP-S4-C-8	40.219	41.12	メモ用紙として
TP-S4-B-11	41.179	41.46	うん
TP-S4-C-9	41.75	42.92	は 発表用
TP-S4-D-1	42.189	43.34	要するにあれ です
TP-S4-C-10	45.36	46.23	あ 違うか
TP-S4-A-8	45.39	45.6	はい
TP-S4-A-9	46.35	49.38	いやまあ まあメモ用紙なので適当に使っていいと思いますよ
TP-S4-B-12	46.44	48.31	メモ用紙でいいんじゃないですか
TP-S4-D-2	49.909	52.79	行きたそうなところの候補ってことですか
TP-S4-B-13	52.13	54.06	とか日本に対するイメージとか
TP-S4-D-3	54.369	54.659	はい
TP-S4-B-14	54.479	56.91	やっぱイメージ通りのものがきたら嬉しいんじゃないですか
TP-S4-D-4	57.049	57.39	はい
TP-S4-A-10	57.299	62.119	いや日本案内してほしいなんで48時間使って日本一周でもいいと思うんですよね俺は
TP-S4-D-5	61.799	62.279	ハード
TP-S4-D-6	62.349	63.409	{LAUGH}スケジュール
TP-S4-A-11	62.439	66.87	{LAUGH}移動時間のみ{LAUGH}2日間移動だけ
TP-S4-A-12	68.049	68.93	ほら これが日本だ
TP-S4-A-13	69.299	69.89	はっ{LAUGH}
TP-S4-D-7	69.909	72.909	あ もう新幹線から風景見るみたいなそうゆう感じですか
TP-S4-A-14	71.18	73.739	{LAUGH}それありです{LAUGH}
TP-S4-C-12	73.695	75.285	もう東京から大阪みたいな
TP-S4-A-15	75.799	77.62	じゃ始めます東京から始まって北海道
TP-S4-C-13	76.41	78.4	一日目東京
TP-S4-D-8	77.0	77.81	はい
TP-S4-A-16	77.93	78.87	北海道行って
TP-S4-C-14	78.81	80.3	北海道{LAUGH}
TP-S4-A-17	79.099	79.64	んー
TP-S4-A-18	79.879	80.969	こう一周です
TP-S4-D-9	81.03	82.159	ハード{息}
TP-S4-C-15	81.87	82.7	それは
TP-S4-D-10	82.439	83.359	一泊で
TP-S4-B-16	85.344	86.224	僕がお
TP-S4-B-17	86.314	86.884	えっと
TP-S4-B-18	87.689	88.829	思うのはその
TP-S4-B-19	89.68	91.37	昔留学行った時に
TP-S4-A-19	91.17	91.37	はい
TP-S4-B-20	92.14	92.67	その
TP-S4-B-21	92.969	95.26	言うのが やっぱ言うのが侍と
TP-S4-B-22	95.76	96.81	相撲とか
TP-S4-B-23	97.14	97.879	武士
TP-S4-C-16	97.18	97.709	んー
TP-S4-A-20	98.07	99.26	侍 相撲
TP-S4-B-24	101.21	102.29	あと歌舞伎とか
TP-S4-A-21	103.92	105.04	あー
TP-S4-A-22	105.56	108.579	京都がテンプレだと思ってますけど結構江戸文化のほうも
TP-S4-B-25	109.29	110.65	なんかやっぱこういうイメー
TP-S4-A-23	109.56	110.23	あるんすね
TP-S4-B-26	111.03	112.78	僕がその会った人は
TP-S4-B-27	112.9	115.17	この辺が強かったですね
TP-S4-A-24	116.859	119.28	最近だと秋葉原とかそっちの方ですかね
TP-S4-B-28	119.03	121.17	あー確かに現代
TP-S4-A-25	119.56	123.379	ああいう萌え文化系って言うんすかねジャパニメーション系って言うんすかね
TP-S4-B-29	121.549	122.439	人
TP-S4-B-30	123.23	124.299	うんうんうんうん
TP-S4-C-17	123.51	124.64	まあ秋葉原なら
TP-S4-C-18	125.4	126.64	国技館も近いから
TP-S4-B-31	127.5	128.11	確かに
TP-S4-C-19	127.64	128.87	相撲もいけますよね
TP-S4-A-26	128.75	131.189	相撲もいけますし まあ歌舞伎もいけますよね
TP-S4-D-11	131.9	136.08	あと富士山周辺とかってどうですかね 最近なんか
TP-S4-B-32	132.319	133.58	確かに歌舞伎の意見
TP-S4-A-27	136.03	136.979	はいはいはいはい
TP-S4-D-12	136.349	137.03	世界遺産
TP-S4-B-33	136.61	137.53	あー
TP-S4-C-20	137.05	137.49	あー
TP-S4-D-13	137.25	139.61	登録とかでなんかニュースで話題に
TP-S4-B-34	139.469	139.849	確かに
TP-S4-D-14	139.78	140.639	なってるんで
TP-S4-D-15	141.05	144.759	外国の方の知名度もそれなりにあるかなーって
TP-S4-B-35	144.479	146.91	富士山だったらいけ 見れなくないですしね
TP-S4-C-21	147.05	148.18	スカイツリーとか
TP-S4-A-28	148.58	150.759	スカイツリー あーいいっすね
TP-S4-B-36	148.949	149.52	あー
TP-S4-A-29	152.71	154.52	ランドマークタワーはちょっと格が落ちるか
TP-S4-D-16	155.539	156.21	スカイツリー
TP-S4-D-17	156.569	157.06	って
TP-S4-D-18	157.22	158.5	外国の人とか
TP-S4-D-19	158.62	159.74	ってよく
TP-S4-D-20	160.53	161.61	あれなんですかね
