ID	start	end	transcription
TP-S5-B-0	2.799	3.16	えー
TP-S5-B-1	3.409	3.782	と
TP-S5-B-2	4.476	5.526	まあ 取り合えず初めまして
TP-S5-C-0	5.288	5.932	そうですね
TP-S5-D-0	5.469	7.03	初めまして まして
TP-S5-A-0	5.942	6.774	はじめまして
TP-S5-B-3	6.07	6.545	{LAUGH}
TP-S5-C-1	6.198	6.937	あ 初めまして
TP-S5-A-1	6.774	7.575	{LAUGH}
TP-S5-B-4	7.069	7.52	なんか
TP-S5-B-5	8.488	8.688	んで
TP-S5-B-6	10.445	10.66	あー
TP-S5-B-7	11.676	11.845	はい
TP-S5-C-2	11.972	12.366	あ はい
TP-S5-A-2	12.097	12.912	は はい
TP-S5-B-8	12.588	12.8	うん
TP-S5-B-9	13.91	17.309	で ん 俺は目悪いからちょっとあの時計見えないから ちょっと誰か
TP-S5-C-3	14.497	15.025	そうです
TP-S5-B-10	17.309	18.015	{LAUGH}
TP-S5-C-4	17.859	18.016	あ
TP-S5-B-11	18.309	19.672	あと10分とか あと5分とか
TP-S5-C-5	18.53	19.068	僕は
TP-S5-C-6	19.749	20.594	あ 分かりました
TP-S5-B-12	20.125	21.298	教えてくれると助かるかな
TP-S5-D-1	20.759	21.239	はあ はい
TP-S5-C-7	21.177	21.493	あ はい
TP-S5-B-13	21.756	22.021	うん
TP-S5-B-14	23.157	23.65	でー
TP-S5-C-8	23.88	24.562	どうしましょうか
TP-S5-B-15	24.57	25.037	どうしようか
TP-S5-B-16	25.73	25.949	えー
TP-S5-C-9	25.754	28.686	そうですね まず関東か関西か それとも北陸か とか
TP-S5-B-17	28.106	28.312	ね
TP-S5-B-18	29.912	30.225	どうだろう
TP-S5-B-19	30.864	32.688	今まで旅行行ったとこでー
TP-S5-B-20	33.942	35.07	関東関西
TP-S5-B-21	35.914	36.141	まあ
TP-S5-B-22	36.7	37.313	北陸
TP-S5-B-23	37.574	38.1	北海道
TP-S5-B-24	38.479	41.132	まあ大きな地方で見たとき どこが一番
TP-S5-B-25	41.35	41.653	しょう
TP-S5-B-26	42.321	42.817	見せたい
TP-S5-B-27	43.628	44.245	.sて思った
TP-S5-B-28	44.622	44.888	{LAUGH}
TP-S5-C-10	45.344	46.556	で そうですね
TP-S5-B-29	46.794	49.056	よく旅行 旅行とか 修学旅行が
TP-S5-B-30	49.71	50.893	でー行くところってし
TP-S5-B-31	51.181	52.108	まあ 京都奈良
TP-S5-C-11	51.737	52.89	ま 京都奈良です
TP-S5-D-2	51.889	52.349	京都の
TP-S5-D-3	52.973	53.324	奈良
TP-S5-B-32	53.118	55.801	最近だとなんか沖縄や北海道ってとこもあるみたいだよね
TP-S5-C-12	55.789	59.19	あー まあ北海道友達居ますけど 何もないって言ってましたね
TP-S5-B-33	57.874	58.221	いる
TP-S5-B-34	58.836	60.221	何もないのか そこ
TP-S5-A-3	59.554	60.723	{LAUGH}
TP-S5-D-4	59.71	60.295	何もない
TP-S5-C-13	60.874	62.248	あの長宗我部に あちが ん
TP-S5-C-14	62.457	63.065	長万部に
TP-S5-C-15	63.45	64.87	拉致られて何もないって言ってましたね
TP-S5-D-5	64.895	65.425	{LAUGH}
TP-S5-B-35	64.99	65.312	マジか
TP-S5-B-36	65.949	67.374	北海道はちょっと寒い
TP-S5-C-16	66.737	67.91	札幌はすごいらしいんすよ
TP-S5-B-37	68.15	68.621	あー
TP-S5-B-38	69.793	71.646	まあ県庁所在地はそういうもんなのかね
TP-S5-B-39	73.466	74.538	で まあ 定番って
TP-S5-B-41	75.51	76.285	まあ 京都奈良
TP-S5-D-6	76.083	76.705	京都奈良
TP-S5-B-42	77.498	77.988	沖縄
TP-S5-C-18	79.766	80.79	まあ何を見せるか
TP-S5-C-19	81.064	81.405	ていう
TP-S5-B-43	82.069	82.277	ね
TP-S5-A-4	83.437	83.738	寺
TP-S5-B-44	84.265	84.472	寺
TP-S5-C-20	84.301	85.538	寺ですかー
TP-S5-B-45	85.188	85.611	{LAUGH}
TP-S5-A-5	86.148	86.896	京都奈良って
TP-S5-C-21	88.652	89.333	まあ寺でしょう
TP-S5-A-6	89.532	90.484	寺 大仏
TP-S5-C-22	90.293	90.828	でしょうね
TP-S5-A-7	90.486	91.019	{LAUGH}
TP-S5-B-46	92.932	93.432	と か
TP-S5-C-23	93.128	94.72	なに  一泊二日あるんだったら
TP-S5-C-24	95.474	96.038	片方
TP-S5-C-25	96.304	97.308	京都か奈良行って 片方
TP-S5-C-26	98.03	99.04	もう片方行けばみたいな
TP-S5-B-47	98.749	99.782	なども あるしね
TP-S5-A-8	99.774	100.22	うーん
TP-S5-B-48	100.192	100.569	うーん
TP-S5-B-49	103.216	103.849	ほかー
TP-S5-B-50	104.459	104.92	わー
TP-S5-B-51	105.716	106.664	1泊2日かー
TP-S5-C-29	108.548	109.294	そうですね
TP-S5-B-52	113.204	114.622	.pこれってスタート東京なのかな
TP-S5-B-53	114.623	115.274	{LAUGH}
TP-S5-C-30	115.7	116.588	いやー そ
TP-S5-B-55	117.782	118.968	いや 沖縄とかだとさ
TP-S5-A-9	117.884	118.475	とりあえず
TP-S5-A-10	118.721	120.399	空港来たら東京
TP-S5-C-31	119.68	120.801	うん だってね一日
TP-S5-B-56	119.898	120.298	うーん
TP-S5-C-32	121.412	122.446	飛行機で行って終わりみたいな
TP-S5-B-57	122.5	122.994	{LAUGH}
TP-S5-B-58	122.994	124.49	沖縄とかだとそうなっちゃうからさ
TP-S5-A-11	124.849	125.464	あ もったいない
TP-S5-B-59	125.581	125.986	もったいない
TP-S5-B-60	126.266	126.802	{LAUGH}
TP-S5-B-61	126.985	128.398	もう行ってすぐ はいバイバイ
TP-S5-B-62	128.478	129.376	{LAUGH}
TP-S5-A-12	128.681	129.048	{LAUGH}
TP-S5-B-63	130.318	132.145	えー 首里城見てわかりました
TP-S5-B-64	132.376	133.688	とかそういう話になっちゃいますね
TP-S5-C-33	132.884	133.59	それですわー
TP-S5-B-65	135.01	135.461	どうだろ
TP-S5-A-13	135.968	136.475	夏なら
TP-S5-A-14	136.8	137.001	今
TP-S5-A-15	137.532	137.947	別に
TP-S5-A-16	138.515	139.56	鎌倉行ったりとか
TP-S5-B-66	139.702	140.428	あー
TP-S5-C-34	139.9	141.404	かあ 鎌倉かー
TP-S5-D-12	140.24	140.558	うーん
TP-S5-B-67	140.87	141.613	鎌倉ね
TP-S5-B-68	142.8	143.318	鎌倉
TP-S5-C-35	147.304	148.24	あ そうですね
TP-S5-B-69	150.43	151.577	まあねー
TP-S5-B-70	153.225	153.761	他
TP-S5-B-71	153.975	154.55	どっかある
TP-S5-C-36	154.982	155.346	広島
TP-S5-B-72	155.916	157.073	あー うまい
TP-S5-D-13	156.384	156.868	あー
TP-S5-B-73	157.47	157.88	{LAUGH}
TP-S5-C-37	157.812	159.664	僕の実家なんでステマしただけなんです
TP-S5-B-74	159.496	159.733	あー
TP-S5-B-75	160.105	161.358	えー 広島出身なんだ
TP-S5-C-39	161.421	163.143	そうなんですよ 僕広島出身なんですよ
TP-S5-B-76	163.728	164.524	えー そうそう
TP-S5-C-40	164.205	165.601	まあ広島出身と言ってですね
TP-S5-C-41	165.82	167.905	あのですね あの両親が二人とも広島出身で
TP-S5-B-77	168.117	168.27	うん
TP-S5-C-42	168.136	170.925	曾祖父も全員広島なんですよ 僕こっち来たの3歳なんで
TP-S5-A-18	168.27	168.598	うーん
TP-S5-B-78	171.276	171.752	へー
TP-S5-D-14	171.709	171.913	あー
TP-S5-C-43	171.901	172.82	（え広島弁あの）え 広島があの
TP-S5-C-44	173.066	174.358	わかるけどしゃべれないな みたいな
TP-S5-B-79	174.9	175.513	ほー
TP-S5-C-45	175.36	176.26	そんな感じなんですね
TP-S5-A-19	175.362	176.007	あー
TP-S5-B-80	176.876	177.526	すごいすごい
TP-S5-C-46	177.837	178.877	みなさんご出身は
TP-S5-B-81	179.529	180.35	俺は東京
TP-S5-C-47	180.493	180.989	東京ですか
TP-S5-B-82	180.98	181.136	うん
TP-S5-A-20	181.481	182.388	俺も東京
TP-S5-D-15	182.716	183.489	神奈川ですね
TP-S5-C-48	183.517	183.876	おお
TP-S5-B-83	183.881	184.236	なるほど
TP-S5-A-21	183.91	184.414	あ 神奈川
TP-S5-C-49	185.157	186.533	僕だけ関西ですね
TP-S5-B-84	186.676	187.338	すっげえ 関西
TP-S5-B-85	187.548	188.03	なるほどな
TP-S5-B-86	189.358	189.701	すごい
TP-S5-B-87	190.926	191.53	どうしようか
TP-S5-B-88	192.13	192.853	そうすると
TP-S5-B-89	193.518	194.04	広島
TP-S5-B-90	194.354	195.709	広島一泊二日って大丈夫
TP-S5-C-51	197.188	199.734	まあじゃあ 1日目であの 厳島神社ってわかりますか
TP-S5-B-91	199.558	202.564	あー あの あれね うん わかる
TP-S5-D-16	200.0	200.821	あー
TP-S5-A-22	200.024	200.665	あー
TP-S5-C-52	200.565	201.037	そうなんですね
TP-S5-C-53	201.849	201.981	はい
TP-S5-C-54	202.284	203.819	あそこは凄いです
TP-S5-A-23	202.385	202.771	あれね
TP-S5-B-92	203.064	204.062	{LAUGH}
TP-S5-D-17	203.342	203.634	あー
TP-S5-A-24	203.57	203.94	{LAUGH}
TP-S5-B-93	204.554	206.08	ね あれは一回見てみたい うん
TP-S5-C-55	204.592	205.133	あそこに
TP-S5-C-56	205.918	206.333	って
TP-S5-C-57	206.66	207.333	でも あそこの
TP-S5-C-58	207.605	209.985	いろいろですね あそこお土産も多いしあの牡蠣とかも
TP-S5-C-59	210.726	211.852	食べ物もいろいろあるので
TP-S5-B-94	211.734	212.358	へー
TP-S5-B-95	212.612	213.533	牡蠣があるんだ あそこ
TP-S5-C-60	213.374	213.5	はい
TP-S5-B-96	213.946	214.77	へー それはいいや
TP-S5-C-61	214.97	217.134	例えば1日目そこに行った後に 2日目にまあ
TP-S5-C-62	217.685	218.252	原爆ドーム
TP-S5-C-63	218.532	218.873	とか
TP-S5-B-97	218.55	219.564	うーん
TP-S5-A-25	218.909	219.532	{LAUGH}
TP-S5-C-64	219.742	220.333	行くとですね
TP-S5-A-26	220.199	221.009	重いなー
TP-S5-C-65	221.194	221.697	はい まあ
