ID	start	end	transcription
GS-S3-D-0	0.0	1.02	あのウィッシュのDAIGOっすか
GS-S3-A-0	1.72	3.184	いや ちが メンタリストなんで
GS-S3-D-1	2.103	2.876	それ違うそれ違う
GS-S3-D-2	3.086	3.75	メンタリストは違う
GS-S3-A-1	3.482	4.574	あの～ 喋る方のだよ
GS-S3-D-3	4.58	5.09	あっ なるほど
GS-S3-B-1	5.049	5.621	へぇ
GS-S3-A-2	5.186	6.066	あ あっちも喋りますね
GS-S3-C-0	5.74	7.7	{LAUGH}
GS-S3-D-4	5.99	6.517	やばい ぜ
GS-S3-A-3	6.07	7.85	{LAUGH}
GS-S3-D-5	6.772	7.282	全然わかんない
GS-S3-B-2	6.841	7.315	{LAUGH}
GS-S3-A-4	7.854	10.441	ただメンタリストを舞台イベントでやるって
GS-S3-A-5	11.04	12.105	どういった事態なのかな
GS-S3-D-7	12.152	16.32	そうすね てか 舞台イベントってこと考えると なんかやっぱ
GS-S3-A-6	12.317	12.641	っていう
GS-S3-B-3	12.439	13.22	ああ
GS-S3-A-7	12.65	12.996	{LAUGH}
GS-S3-C-1	13.29	13.762	うーん
GS-S3-B-4	15.349	15.74	う～ん
GS-S3-D-8	16.845	18.362	石田衣良とか違うみたいなみたいな
GS-S3-B-5	18.137	18.764	確かに
GS-S3-A-8	18.66	18.98	はい
GS-S3-D-9	19.03	20.03	感じしますよね
GS-S3-B-6	19.829	20.329	う～ん
GS-S3-A-9	20.285	21.452	ダイゴとミッ
GS-S3-A-10	21.941	22.596	ツは
GS-S3-A-11	22.975	23.449	無いと
GS-S3-B-7	23.969	24.774	うん そうですね
GS-S3-D-10	25.055	26.115	じゃとりあえずあの
GS-S3-D-11	26.695	27.165	さっき
GS-S3-D-12	27.96	28.647	一通り言いながら
GS-S3-D-13	28.98	30.086	上位5人ぐらいはなんか
GS-S3-D-14	30.294	31.53	理由があるっていうんで
GS-S3-B-8	32.2	32.696	そうですね
GS-S3-D-15	32.32	34.43	一人ずつ上位5人ちょっと軽く
GS-S3-B-9	34.611	34.978	はい
GS-S3-D-16	35.03	35.717	挙げてみますか
GS-S3-B-10	35.78	36.488	そうしましょう
GS-S3-A-13	36.635	37.121	そうですね
GS-S3-D-17	38.8	38.95	あっ
GS-S3-D-18	39.19	39.566	じゃあまた 
GS-S3-D-19	39.566	39.862	{LAUGH}
GS-S3-B-11	40.03	40.31	あっ
GS-S3-D-20	40.162	40.935	言いだしっぺから
GS-S3-B-12	40.878	41.611	いえいえいえ
GS-S3-D-21	41.841	42.81	はい え～と
GS-S3-D-22	43.339	45.39	一番は石原さとみにして
GS-S3-B-13	45.219	45.566	はい
GS-S3-C-2	45.537	45.859	はい
GS-S3-D-23	46.03	46.359	2番
GS-S3-D-24	46.579	48.159	ゴールデンボンバーにして
GS-S3-B-14	48.298	48.52	はい
GS-S3-D-25	48.599	50.21	3番三浦春馬
GS-S3-D-26	50.67	50.96	で
GS-S3-D-27	51.799	53.32	4番が指原
GS-S3-D-28	53.659	54.46	で5番が
GS-S3-D-29	54.869	55.38	山ちゃん
GS-S3-D-30	55.989	57.229	て感じにしました
GS-S3-B-15	57.49	60.879	え～と 一番が石原さとみで 2番が え～となんでしたっけ
GS-S3-D-31	61.27	62.549	2番がゴールデンボンバーです
GS-S3-B-16	62.594	64.111	ゴールデンボンバーで
GS-S3-B-17	64.956	65.421	えー
GS-S3-B-18	65.67	66.974	で 3 3番が すいません
GS-S3-D-32	67.17	67.962	三浦春馬
GS-S3-B-19	67.867	70.527	三浦春馬で 4番がなんでしたっけ
GS-S3-D-33	70.53	71.882	がさし 指原で
GS-S3-C-3	70.74	71.141	{LAUGH}
GS-S3-C-4	71.516	73.015	{LAUGH}
GS-S3-B-20	71.849	72.201	指原
GS-S3-D-34	71.882	73.331	{LAUGH}
GS-S3-B-22	72.931	73.476	すいません
GS-S3-B-23	73.476	73.782	{LAUGH}
GS-S3-D-35	73.672	73.921	（いいっすよ）言いづら
GS-S3-D-36	73.927	74.331	{LAUGH}
GS-S3-B-24	74.878	75.384	ちょっと
GS-S3-D-37	75.101	76.527	で5番が山ちゃんです
GS-S3-B-25	76.78	77.73	5番は山ちゃんで
GS-S3-D-38	76.834	77.539	山寺宏一です
GS-S3-B-26	78.81	79.01	はい
GS-S3-D-39	80.109	80.974	はい て感じです
GS-S3-B-27	83.844	84.223	どうぞ
GS-S3-A-14	85.243	86.29	私は
GS-S3-A-15	86.635	88.649	一番がゴールデンボンバー
GS-S3-D-40	88.639	88.947	はい
GS-S3-B-28	88.75	89.42	ゴールデン
GS-S3-A-16	88.985	89.782	2番が
GS-S3-A-17	90.349	91.317	渡辺直美
GS-S3-B-29	91.58	92.4	渡辺
GS-S3-D-41	91.664	91.989	はい
GS-S3-A-18	91.907	93.17	3番が くまモン
GS-S3-A-19	94.45	96.48	で4番がえっと指原
GS-S3-B-30	97.076	97.81	指原
GS-S3-D-42	97.162	97.396	はい
GS-S3-A-20	98.62	99.396	で5番が
GS-S3-A-21	99.701	100.162	あの1番の
GS-S3-A-22	100.439	100.849	石田
GS-S3-A-23	101.245	101.843	っていう人ですね
GS-S3-B-31	101.54	102.409	あ～石田衣良
GS-S3-D-43	101.849	103.119	石田さん あっ 石田衣良 はい
GS-S3-A-24	101.907	102.29	{LAUGH}
GS-S3-B-32	104.189	104.986	で え～と
GS-S3-B-33	105.545	110.923	え～自分はえ～と一番が いや一位 一番がゴールデンボンバーで
GS-S3-B-34	111.459	113.401	2番が渡辺直美で
GS-S3-B-35	113.711	115.417	で3番がローラで
GS-S3-B-36	115.631	117.394	で4番が林修で
GS-S3-B-37	117.694	118.874	林おさむって言うでしたっけ?
GS-S3-A-25	118.689	119.884	あっ 修でいいっすよ
GS-S3-B-38	118.874	119.068	{LAUGH}
GS-S3-B-39	119.876	121.119	あの 今でしょの人で
